credit_score,annual_income,loan_amount,loan_term_months,num_credit_lines,debt_to_income,employment_years,missed_payments,has_mortgage,education_level,loan_purpose,num_dependents,approved
385,38382.0,19431,24,10,0.552,26.0,7,0,bachelor,vacation,4,0
474,29235.0,1535,24,10,0.393,22.0,8,0,bachelor,medical,0,0
492,148438.0,49469,36,17,0.217,10.0,7,0,master,car,1,1
610,127468.0,41652,48,16,0.404,13.0,3,0,master,business,3,1
418,21764.0,45493,12,1,0.547,10.0,6,0,bachelor,home_improvement,4,0
517,128831.0,7881,12,12,0.125,25.0,5,0,high_school,car,4,1
726,76836.0,46785,12,10,0.315,13.0,0,1,master,car,0,1
713,46923.0,20481,36,1,0.227,24.0,4,0,high_school,car,2,1
413,110711.0,43235,60,16,0.183,0.0,1,1,master,vacation,1,1
444,31292.0,36841,12,11,0.268,10.0,8,0,bachelor,business,4,0
837,139913.0,49731,24,4,0.267,29.0,2,0,bachelor,car,2,1
602,147686.0,2025,12,3,0.166,23.0,6,1,master,vacation,0,1
644,35939.0,31869,12,13,0.272,17.0,1,0,bachelor,business,0,1
300,33800.0,35819,12,15,0.399,16.0,6,1,bachelor,medical,1,0
446,71440.0,31192,60,10,0.064,,3,1,bachelor,vacation,1,0
586,142521.0,4621,12,6,0.594,21.0,5,1,phd,car,4,1
352,136327.0,31566,60,11,0.213,13.0,8,1,master,home_improvement,4,0
603,64648.0,21947,60,1,0.393,7.0,7,1,high_school,vacation,1,1
368,130192.0,15405,36,4,0.206,14.0,8,0,master,medical,1,0
660,108498.0,5403,24,10,0.266,15.0,4,1,high_school,business,4,1
519,44764.0,37091,12,15,0.352,0.0,4,1,high_school,medical,4,0
460,47470.0,23525,12,1,0.387,0.0,3,0,phd,business,4,0
388,72207.0,6017,12,15,0.474,9.0,8,0,master,vacation,0,0
458,77157.0,40203,60,3,0.485,1.0,9,0,bachelor,business,3,0
788,149288.0,49260,48,1,0.335,24.0,7,1,bachelor,car,1,1
623,108778.0,46938,24,6,0.092,11.0,5,1,high_school,vacation,0,1
680,145016.0,20729,12,19,,3.0,9,0,bachelor,home_improvement,4,1
401,139288.0,29430,48,4,0.313,22.0,5,0,bachelor,medical,3,1
793,125573.0,39584,48,12,0.168,18.0,5,0,high_school,medical,3,1
318,135730.0,38372,48,2,0.056,26.0,5,0,master,vacation,0,1
753,79186.0,37192,24,17,0.224,0.0,6,0,bachelor,home_improvement,2,1
781,19960.0,15628,48,6,0.193,0.0,5,0,bachelor,vacation,2,1
696,33781.0,45629,12,12,0.316,8.0,7,1,high_school,car,4,0
578,46126.0,13501,12,15,0.469,29.0,6,0,high_school,car,2,0
664,121034.0,31131,36,17,0.291,19.0,1,0,high_school,home_improvement,4,1
630,32883.0,24566,60,1,0.573,12.0,9,1,master,vacation,2,0
643,44782.0,24824,48,14,0.172,10.0,3,0,bachelor,home_improvement,0,1
754,71387.0,3812,60,2,0.172,18.0,6,1,high_school,home_improvement,3,1
364,48746.0,33812,60,4,,20.0,1,0,bachelor,car,1,0
375,81266.0,28326,60,2,0.543,16.0,3,1,bachelor,car,3,0
442,,10402,60,14,0.42,2.0,1,0,phd,home_improvement,2,0
772,46457.0,27325,60,18,0.421,19.0,1,1,master,home_improvement,3,1
716,148315.0,42553,12,8,0.493,12.0,6,1,high_school,business,2,1
604,147773.0,27000,24,1,0.418,27.0,1,1,high_school,car,4,1
796,88839.0,25259,48,16,0.468,21.0,3,0,bachelor,home_improvement,1,1
590,95636.0,48349,48,7,0.526,24.0,6,1,high_school,business,4,1
401,122697.0,2926,12,6,0.054,18.0,5,1,bachelor,home_improvement,1,1
566,81483.0,1856,12,19,0.537,19.0,3,0,phd,business,4,1
302,35505.0,6988,60,10,0.168,20.0,8,1,bachelor,home_improvement,4,0
384,48525.0,9743,24,6,0.552,23.0,4,0,phd,vacation,3,0
627,111008.0,5138,48,10,0.196,8.0,1,0,high_school,car,1,1
749,59348.0,44848,36,19,0.3,18.0,6,1,bachelor,home_improvement,3,1
753,22273.0,17082,12,3,0.564,18.0,9,1,bachelor,medical,4,0
520,79236.0,48638,36,3,0.11,,1,1,bachelor,medical,3,1
453,149607.0,34374,48,6,0.46,24.0,7,1,bachelor,business,2,0
311,122157.0,9863,12,17,0.266,0.0,6,1,high_school,car,4,0
432,15908.0,38790,48,18,0.063,16.0,8,1,bachelor,business,2,0
603,123352.0,30807,12,10,0.567,13.0,5,1,master,car,4,1
592,110967.0,23118,48,6,0.115,11.0,6,0,master,medical,2,1
599,103989.0,6149,36,13,0.476,1.0,9,0,bachelor,medical,2,0
342,50079.0,39079,24,6,0.261,21.0,8,1,bachelor,business,4,0
642,126889.0,3484,12,12,0.496,2.0,6,1,master,vacation,2,1
625,64323.0,26191,36,14,0.463,27.0,8,1,master,medical,1,0
797,104909.0,48780,48,17,0.398,23.0,7,1,bachelor,car,2,1
663,61105.0,49601,36,8,0.567,4.0,4,0,high_school,home_improvement,4,0
726,147957.0,44809,12,5,0.104,2.0,6,1,bachelor,home_improvement,1,1
320,16049.0,21791,36,4,0.489,13.0,6,0,phd,home_improvement,1,0
706,68281.0,4807,48,6,0.419,23.0,0,0,master,medical,1,1
635,58271.0,27648,60,11,0.223,23.0,3,1,master,vacation,3,1
416,81697.0,32090,24,5,0.35,17.0,4,0,high_school,medical,1,0
423,51534.0,26100,24,14,0.405,4.0,5,1,phd,car,3,0
698,108034.0,31949,60,10,0.455,2.0,6,0,high_school,medical,0,1
350,73097.0,36941,12,11,0.153,22.0,4,1,master,medical,2,0
623,40037.0,18857,36,3,0.106,1.0,1,1,high_school,medical,3,1
440,42278.0,47980,36,8,0.106,8.0,4,1,bachelor,medical,4,0
769,114173.0,28850,60,5,0.212,17.0,4,1,high_school,car,1,1
633,53294.0,43967,60,10,0.135,26.0,6,0,high_school,medical,4,0
672,88277.0,3412,48,8,0.345,1.0,2,1,high_school,vacation,1,1
793,19694.0,49861,48,9,0.29,21.0,0,0,bachelor,business,4,1
838,73150.0,4182,24,15,0.541,18.0,5,1,phd,car,2,1
455,82470.0,21948,12,1,0.445,2.0,6,1,bachelor,vacation,2,0
590,36556.0,34782,12,5,0.163,25.0,9,1,high_school,home_improvement,0,0
443,64086.0,18253,60,15,0.075,17.0,7,0,high_school,home_improvement,4,0
405,114468.0,40681,24,4,0.44,13.0,6,0,high_school,car,0,0
719,48387.0,36495,24,19,0.515,12.0,6,0,high_school,business,4,1
301,83602.0,3852,48,10,0.436,15.0,6,0,bachelor,medical,2,0
389,17460.0,42845,36,2,0.404,20.0,0,1,bachelor,car,0,0
644,87356.0,19992,12,5,0.187,,8,0,phd,medical,1,1
649,69698.0,2273,24,18,0.322,10.0,8,0,bachelor,medical,2,1
758,116746.0,8649,48,6,0.449,20.0,6,1,bachelor,home_improvement,3,1
562,31191.0,30002,48,10,0.156,22.0,8,1,master,business,2,0
650,99631.0,35723,48,15,0.312,23.0,3,1,bachelor,medical,2,1
407,25529.0,9778,36,9,0.114,23.0,6,0,bachelor,car,3,0
338,47175.0,25776,24,13,0.342,11.0,1,0,phd,home_improvement,4,0
458,32675.0,5549,60,18,0.365,29.0,5,0,bachelor,medical,3,0
611,61798.0,16863,60,7,0.344,2.0,1,1,high_school,home_improvement,4,1
540,85910.0,12809,48,2,0.308,5.0,9,1,bachelor,home_improvement,0,1
744,145400.0,9302,48,16,0.373,15.0,2,1,bachelor,car,0,1
597,93678.0,9100,36,2,0.598,11.0,0,1,bachelor,car,0,1
335,77821.0,3911,48,4,0.392,20.0,6,1,master,vacation,3,0
383,27204.0,13091,24,2,0.464,19.0,1,0,master,medical,4,0
751,22394.0,10099,48,17,0.156,25.0,2,0,bachelor,home_improvement,1,1
684,79814.0,6663,48,6,0.342,5.0,0,0,high_school,vacation,2,1
471,48593.0,30904,24,10,0.054,19.0,2,1,bachelor,car,3,1
675,130064.0,29291,12,14,0.067,13.0,3,1,high_school,business,0,1
661,68365.0,45649,60,15,0.227,23.0,6,1,high_school,home_improvement,1,1
440,146515.0,48136,48,12,0.307,8.0,5,0,high_school,business,4,1
417,118700.0,42066,24,19,0.367,16.0,0,0,phd,business,4,0
576,112077.0,37104,60,11,0.538,11.0,3,0,master,home_improvement,4,1
519,149537.0,40137,36,1,0.474,0.0,8,1,high_school,vacation,3,1
325,83247.0,3534,12,8,0.215,19.0,2,0,phd,vacation,2,0
820,69740.0,3226,48,6,0.459,21.0,5,1,master,home_improvement,2,1
309,42898.0,10585,12,12,0.352,7.0,1,0,phd,medical,1,0
677,147991.0,28260,48,16,0.479,27.0,4,1,high_school,business,0,1
451,77613.0,28411,48,18,0.276,11.0,8,1,high_school,vacation,0,0
348,111707.0,33934,48,12,0.101,15.0,1,1,high_school,home_improvement,0,1
453,126777.0,11902,12,2,0.39,0.0,2,1,phd,car,0,0
592,62003.0,37392,36,7,0.356,2.0,1,0,bachelor,car,1,0
349,63478.0,19731,24,9,0.574,11.0,1,1,high_school,home_improvement,1,0
830,74030.0,18788,24,18,,3.0,5,1,phd,medical,4,1
359,148071.0,32126,36,9,0.411,9.0,5,1,bachelor,car,3,0
466,67800.0,43485,36,8,0.311,1.0,4,1,master,medical,2,0
501,20445.0,46369,48,1,0.258,28.0,1,0,bachelor,home_improvement,1,0
445,15246.0,46871,48,5,0.487,8.0,0,1,bachelor,home_improvement,2,0
738,46153.0,46798,24,16,0.496,2.0,2,0,bachelor,business,4,1
541,20212.0,3774,48,14,0.443,19.0,2,1,bachelor,home_improvement,4,0
782,149411.0,10017,48,13,0.096,19.0,8,0,high_school,medical,1,1
407,71238.0,26700,36,11,0.24,0.0,3,0,high_school,vacation,0,0
525,68871.0,26144,12,13,0.076,4.0,8,1,phd,car,3,0
731,115672.0,30910,60,15,,4.0,0,1,phd,car,2,1
718,49607.0,43918,60,16,0.406,1.0,2,1,bachelor,business,2,1
754,67055.0,37507,48,13,0.335,14.0,0,1,bachelor,vacation,4,1
459,119509.0,48679,48,8,0.437,0.0,5,0,high_school,medical,2,0
822,142378.0,27685,60,18,0.353,20.0,0,0,bachelor,medical,0,1
376,102687.0,25402,36,19,0.356,4.0,1,0,bachelor,business,1,0
808,80078.0,38232,60,15,0.331,6.0,8,0,bachelor,home_improvement,3,1
740,149763.0,31063,60,10,0.25,10.0,0,0,bachelor,vacation,3,1
553,149913.0,25125,60,4,0.296,25.0,3,0,bachelor,car,0,1
619,117652.0,46149,48,6,0.112,9.0,5,0,bachelor,vacation,2,1
562,78197.0,25020,48,8,0.509,1.0,1,1,master,business,0,1
673,70773.0,32703,60,7,0.539,29.0,0,1,bachelor,home_improvement,3,1
466,133943.0,32769,48,12,0.471,28.0,3,0,master,vacation,0,1
758,42584.0,14746,60,18,0.371,27.0,2,0,bachelor,home_improvement,3,1
579,18338.0,5094,36,18,0.363,13.0,6,0,high_school,vacation,2,0
601,77601.0,3930,48,19,0.309,23.0,6,0,high_school,car,3,1
830,51282.0,34531,12,4,0.177,20.0,9,0,master,medical,0,1
517,130447.0,31755,48,1,0.261,4.0,6,0,bachelor,vacation,4,1
401,110798.0,31105,36,5,0.594,15.0,8,0,bachelor,medical,3,0
587,145963.0,12552,36,7,0.13,24.0,8,1,phd,medical,4,1
466,123611.0,37218,48,11,0.348,1.0,3,0,bachelor,medical,4,0
335,26158.0,20779,24,11,0.527,9.0,8,0,high_school,business,4,0
652,25547.0,30000,60,10,0.299,26.0,6,0,bachelor,car,0,0
372,103713.0,21103,60,7,0.383,17.0,5,0,bachelor,medical,0,0
652,17459.0,15102,36,16,0.505,4.0,8,0,high_school,car,2,0
369,78146.0,2861,48,1,0.351,16.0,3,0,bachelor,vacation,3,0
724,118577.0,44574,24,1,0.452,10.0,0,0,phd,car,1,1
816,122761.0,33682,12,12,0.241,4.0,5,1,master,home_improvement,4,1
727,118727.0,14283,60,16,0.453,20.0,0,1,bachelor,medical,3,1
838,65460.0,26597,24,5,0.073,23.0,9,0,high_school,vacation,4,1
459,97970.0,13436,60,14,0.134,5.0,8,1,high_school,medical,2,0
448,30419.0,29424,48,18,0.401,26.0,4,0,master,medical,0,0
529,50577.0,9890,60,9,0.297,21.0,1,1,bachelor,vacation,1,1
366,17921.0,49120,12,2,0.506,15.0,7,0,master,vacation,0,0
680,55935.0,39297,48,12,0.238,4.0,9,0,phd,business,2,1
357,140534.0,49611,36,10,0.472,20.0,5,0,bachelor,business,2,0
558,87828.0,9299,24,2,0.127,23.0,2,0,phd,business,4,1
641,138649.0,42348,60,15,0.562,29.0,1,1,high_school,car,0,1
429,104062.0,42384,48,4,0.28,15.0,9,0,high_school,home_improvement,0,0
471,70152.0,12157,48,19,0.177,16.0,3,1,high_school,home_improvement,1,0
508,111491.0,30763,60,4,0.484,8.0,0,1,high_school,car,3,1
653,101569.0,33687,36,9,0.571,21.0,0,0,master,business,2,1
770,87467.0,11191,60,13,0.555,24.0,4,0,bachelor,home_improvement,4,1
415,137537.0,12767,36,10,0.181,1.0,9,1,high_school,business,1,1
563,68806.0,18911,60,14,0.42,18.0,8,0,high_school,vacation,0,1
741,146332.0,29629,48,3,0.351,,4,1,bachelor,car,4,1
847,90992.0,35794,12,3,0.449,4.0,5,1,bachelor,business,2,1
752,37320.0,27944,12,16,0.318,1.0,9,1,master,car,2,1
776,93971.0,44726,48,9,0.308,10.0,8,1,master,medical,3,1
586,63581.0,35623,12,14,0.535,0.0,2,1,high_school,car,0,0
602,108645.0,48831,36,16,0.529,8.0,3,1,high_school,car,2,1
610,35754.0,48683,48,9,0.483,26.0,1,1,bachelor,business,4,1
507,84837.0,18981,36,5,0.438,24.0,3,0,high_school,car,4,1
745,138746.0,6958,48,13,0.423,5.0,7,1,master,medical,4,1
354,129780.0,15705,36,15,0.081,10.0,1,0,bachelor,vacation,0,1
311,102081.0,31636,36,4,0.462,26.0,3,1,bachelor,home_improvement,0,0
699,39016.0,43876,12,14,0.401,7.0,7,1,bachelor,vacation,2,0
814,75522.0,26152,48,7,0.216,12.0,6,1,high_school,car,3,1
841,135896.0,39529,60,4,0.501,26.0,8,0,bachelor,medical,3,1
536,127099.0,1688,12,17,0.508,11.0,1,0,bachelor,medical,3,1
578,119429.0,26365,36,9,0.563,8.0,3,1,bachelor,vacation,1,1
647,16924.0,30663,36,4,0.28,14.0,8,1,bachelor,business,0,0
403,100015.0,40074,60,3,0.353,4.0,5,1,bachelor,home_improvement,0,0
816,119987.0,38840,60,19,0.548,14.0,8,1,master,car,2,1
547,69333.0,18739,36,9,0.224,1.0,8,1,bachelor,car,4,0
663,141372.0,11909,60,8,0.488,14.0,6,0,high_school,vacation,0,1
620,146378.0,13713,24,7,0.596,19.0,6,1,high_school,medical,3,1
585,103495.0,13614,12,7,0.409,2.0,7,0,bachelor,medical,1,1
448,84767.0,43089,48,4,0.591,9.0,1,0,bachelor,business,4,0
383,119332.0,33561,60,19,0.334,6.0,9,1,bachelor,home_improvement,4,0
705,54426.0,21734,60,12,0.134,9.0,6,1,master,car,1,1
755,21336.0,31709,24,6,0.147,25.0,5,0,phd,vacation,1,1
460,127200.0,23885,48,12,,9.0,6,0,bachelor,business,0,1
759,32256.0,7086,24,4,0.05,7.0,5,1,high_school,home_improvement,1,1
849,48719.0,13731,48,2,0.414,12.0,2,1,bachelor,car,2,1
799,57017.0,21592,12,15,0.133,20.0,4,0,high_school,home_improvement,4,1
808,60704.0,14341,60,6,0.591,1.0,2,1,high_school,car,4,1
780,45013.0,40435,12,18,0.14,11.0,5,1,master,home_improvement,3,1
413,94991.0,13976,48,5,0.354,8.0,2,0,bachelor,home_improvement,0,0
660,,18374,60,4,0.418,29.0,1,1,master,vacation,3,1
640,93348.0,13333,24,11,0.501,0.0,3,1,phd,business,0,1
748,25060.0,6290,36,11,0.303,20.0,8,1,bachelor,medical,0,1
479,64923.0,46812,24,9,0.564,11.0,0,1,phd,home_improvement,0,0
706,93563.0,47305,36,3,0.314,11.0,7,1,bachelor,vacation,2,1
495,104779.0,49437,24,11,0.189,2.0,4,1,high_school,medical,1,1
765,114704.0,24586,48,2,,23.0,1,1,bachelor,business,1,1
610,144157.0,17340,12,9,0.412,7.0,8,1,bachelor,business,2,1
561,125234.0,49723,36,10,0.329,12.0,1,0,master,home_improvement,3,1
718,76687.0,36655,48,11,0.453,27.0,2,1,master,car,0,1
705,51491.0,49562,12,3,0.281,27.0,0,0,bachelor,business,2,1
442,87115.0,15560,12,17,0.052,16.0,0,0,high_school,vacation,3,1
641,132935.0,24997,60,11,0.195,19.0,1,1,high_school,home_improvement,1,1
615,98778.0,2340,60,17,0.57,27.0,1,0,bachelor,business,4,1
400,35448.0,45697,60,19,0.47,9.0,5,1,high_school,home_improvement,0,0
543,66550.0,27013,36,4,0.154,14.0,7,1,high_school,car,0,1
789,64294.0,33862,36,2,0.087,23.0,3,1,bachelor,business,0,1
311,36446.0,23282,12,14,0.243,24.0,2,0,bachelor,home_improvement,1,0
538,91579.0,46608,36,15,0.51,8.0,1,1,bachelor,vacation,0,0
341,129679.0,20076,12,3,0.108,17.0,0,1,bachelor,business,0,1
728,100615.0,49524,48,13,0.349,24.0,7,0,high_school,car,1,1
457,32101.0,41894,24,13,0.201,7.0,6,0,bachelor,medical,2,0
515,43016.0,20665,12,18,0.449,26.0,1,0,high_school,medical,3,0
761,105481.0,11923,12,7,0.05,13.0,6,0,phd,home_improvement,4,1
433,67802.0,40821,48,16,0.202,10.0,5,1,bachelor,business,3,0
366,22549.0,48940,60,16,0.424,12.0,7,1,high_school,business,1,0
306,62842.0,11935,60,6,0.351,15.0,5,1,bachelor,car,1,0
825,,25041,60,6,0.478,13.0,3,0,high_school,medical,3,1
372,48717.0,13467,12,4,0.137,8.0,7,0,bachelor,vacation,1,0
698,130042.0,12073,12,3,0.342,8.0,0,1,high_school,medical,4,1
704,142922.0,8691,36,1,0.158,18.0,9,1,master,business,0,1
429,107447.0,47538,36,3,0.402,,0,1,bachelor,vacation,2,0
765,98402.0,25490,24,19,0.122,14.0,3,1,master,vacation,4,1
505,57607.0,16688,24,9,0.132,,0,1,high_school,car,1,1
565,27823.0,33969,36,14,0.231,10.0,4,0,bachelor,home_improvement,2,0
836,,14829,12,19,0.271,18.0,8,0,bachelor,home_improvement,3,1
552,136682.0,4086,48,19,0.324,5.0,8,1,bachelor,car,0,0
588,79325.0,45073,36,13,0.369,9.0,8,1,master,business,3,1
463,142925.0,3590,12,16,0.308,,5,1,high_school,business,2,1
394,72771.0,40893,36,8,0.075,28.0,0,1,master,home_improvement,0,0
409,69973.0,8860,60,16,0.239,4.0,9,1,high_school,medical,3,0
635,54107.0,39176,36,9,0.084,17.0,4,0,high_school,car,2,1
537,72888.0,2948,60,9,0.115,,9,1,high_school,medical,0,0
680,25956.0,37731,12,3,0.101,22.0,1,1,bachelor,car,1,1
735,101839.0,34461,60,7,0.137,9.0,0,1,bachelor,car,0,1
782,116131.0,27295,36,18,0.497,9.0,4,1,bachelor,home_improvement,2,1
324,82594.0,39131,60,2,0.395,11.0,4,1,bachelor,home_improvement,4,0
416,26519.0,45893,48,1,0.329,20.0,0,0,bachelor,medical,2,0
781,16832.0,12924,60,12,,2.0,6,1,high_school,business,4,1
691,128922.0,39655,60,16,0.579,,2,1,bachelor,vacation,3,1
836,120474.0,11851,24,12,0.28,21.0,5,1,high_school,medical,1,1
378,84715.0,8734,48,10,0.252,23.0,1,1,high_school,car,0,0
472,86835.0,43681,12,9,0.588,11.0,8,1,master,vacation,2,0
311,88366.0,49959,60,18,0.474,,1,1,master,vacation,1,0
427,52570.0,6293,48,4,0.477,11.0,1,1,high_school,vacation,4,0
391,53311.0,47613,12,8,0.38,2.0,0,0,bachelor,vacation,4,0
842,105245.0,14820,48,4,0.329,17.0,0,0,high_school,vacation,2,1
831,118187.0,3291,24,16,0.353,18.0,3,1,master,medical,4,1
746,38434.0,48163,12,8,0.409,4.0,6,1,bachelor,home_improvement,1,1
689,101879.0,13391,12,7,0.257,13.0,3,1,master,home_improvement,1,1
342,30739.0,36466,60,13,0.48,22.0,4,1,high_school,car,1,0
553,81202.0,45334,36,8,0.55,29.0,5,0,master,business,2,0
429,113580.0,42970,12,7,0.364,7.0,4,0,bachelor,medical,4,1
359,94599.0,47823,12,5,0.26,,4,1,high_school,vacation,4,0
766,131770.0,31796,24,18,0.433,14.0,3,1,bachelor,home_improvement,3,1
586,54470.0,34809,24,19,0.15,15.0,8,1,high_school,car,0,1
816,89965.0,18591,24,10,0.583,28.0,4,1,high_school,vacation,0,1
766,140332.0,43640,60,11,0.412,17.0,8,0,high_school,car,4,1
644,144681.0,37389,12,8,0.087,10.0,3,1,high_school,vacation,4,1
681,129300.0,4352,24,6,0.341,1.0,8,0,master,vacation,1,1
552,52997.0,19062,24,11,0.463,9.0,4,1,bachelor,home_improvement,2,0
355,112805.0,29172,48,16,0.203,10.0,7,1,bachelor,home_improvement,4,0
762,137202.0,11937,48,4,0.078,4.0,0,0,phd,vacation,3,1
756,17526.0,29121,24,2,0.319,26.0,3,1,master,home_improvement,3,1
382,88339.0,15602,60,13,0.508,29.0,3,1,bachelor,medical,4,0
398,21574.0,42740,36,7,0.188,20.0,1,0,high_school,vacation,0,0
448,23733.0,24136,48,17,0.444,16.0,2,0,high_school,home_improvement,2,0
628,65290.0,1945,48,13,0.274,,7,0,bachelor,car,3,1
455,87793.0,20812,12,10,0.083,24.0,7,0,bachelor,car,4,1
489,51051.0,8973,12,13,0.217,13.0,0,1,phd,car,4,0
793,30909.0,24552,24,10,0.223,14.0,1,1,high_school,business,1,1
562,92338.0,15118,12,7,0.548,6.0,3,1,master,car,3,1
379,88432.0,12290,12,10,0.59,7.0,5,0,high_school,car,1,0
699,43133.0,26123,36,16,0.165,27.0,2,1,bachelor,medical,2,1
559,94062.0,17383,60,3,0.287,15.0,6,0,phd,medical,2,1
400,126546.0,11366,24,4,0.587,12.0,2,0,bachelor,business,3,0
658,66458.0,2797,36,4,0.274,4.0,7,1,bachelor,medical,1,1
679,70415.0,27456,24,4,0.242,2.0,5,0,bachelor,home_improvement,0,1
520,69160.0,45016,60,16,0.11,12.0,7,1,phd,car,1,1
719,69399.0,22427,24,9,0.464,18.0,6,1,high_school,home_improvement,3,1
423,40298.0,3257,12,6,0.296,11.0,4,1,high_school,business,3,0
721,104407.0,3197,60,10,0.401,18.0,4,0,bachelor,home_improvement,1,1
530,77513.0,9222,36,4,0.33,16.0,2,1,high_school,home_improvement,4,1
362,66097.0,26187,36,12,0.146,10.0,3,0,bachelor,home_improvement,4,0
784,50198.0,15152,48,10,0.147,26.0,7,1,high_school,medical,0,1
782,64997.0,21781,36,12,0.567,2.0,4,1,phd,car,0,1
818,146639.0,36680,48,19,0.539,28.0,8,0,bachelor,home_improvement,0,1
454,17179.0,12004,12,19,0.386,1.0,2,1,bachelor,vacation,3,0
391,17019.0,42642,36,1,0.051,23.0,9,1,master,car,3,0
825,96455.0,26515,60,4,0.288,25.0,2,1,master,car,4,1
754,141883.0,16416,48,13,0.342,13.0,7,1,master,vacation,1,1
809,84445.0,7152,36,8,0.297,25.0,7,0,master,business,2,1
482,88551.0,8172,12,14,0.559,21.0,6,0,high_school,business,1,0
685,18420.0,4185,60,16,0.072,20.0,5,0,bachelor,car,4,1
704,74875.0,26352,60,2,0.41,16.0,6,1,bachelor,medical,4,1
545,31740.0,31743,12,8,0.223,1.0,6,0,bachelor,business,4,0
770,,32212,36,13,0.358,17.0,5,1,phd,business,4,1
722,120789.0,27618,24,1,0.411,22.0,8,0,master,home_improvement,3,1
364,34465.0,10161,36,12,0.292,14.0,4,1,master,home_improvement,0,0
312,19131.0,49533,48,17,0.132,11.0,4,1,bachelor,business,0,0
512,25652.0,18467,48,7,0.335,15.0,5,1,master,medical,1,0
541,62671.0,22589,36,16,0.563,15.0,9,1,bachelor,home_improvement,1,0
792,104342.0,38630,48,14,0.345,6.0,3,1,bachelor,medical,4,1
512,34171.0,4070,24,10,0.118,5.0,9,0,bachelor,car,4,0
637,73541.0,45708,24,3,0.503,13.0,9,0,master,medical,2,1
472,24470.0,9563,60,12,0.172,7.0,8,0,bachelor,home_improvement,0,0
463,59308.0,26254,48,8,0.254,19.0,1,1,high_school,vacation,4,0
764,117840.0,48699,36,16,0.286,24.0,2,1,high_school,medical,1,1
796,64477.0,17585,60,1,0.237,,8,0,master,business,1,1
694,123261.0,31297,24,17,0.272,18.0,0,1,high_school,medical,1,1
607,,15772,60,6,0.488,18.0,4,1,bachelor,medical,2,1
482,48071.0,15455,12,1,0.173,27.0,2,1,bachelor,medical,4,1
809,85560.0,7299,48,15,0.309,11.0,2,1,phd,business,4,1
845,91762.0,11188,36,13,0.061,8.0,0,1,bachelor,medical,4,1
526,17369.0,46454,24,6,0.329,8.0,7,1,high_school,vacation,2,0
735,124963.0,47779,60,13,0.111,28.0,2,1,high_school,business,4,1
721,15528.0,25763,36,4,0.205,26.0,3,0,high_school,vacation,0,1
320,123806.0,33517,48,1,0.229,4.0,4,0,high_school,vacation,4,0
696,117979.0,22555,36,10,0.095,25.0,4,0,master,vacation,4,1
404,34748.0,30323,48,4,0.248,29.0,1,1,master,business,1,0
491,50109.0,18938,48,13,0.324,13.0,6,1,high_school,home_improvement,4,0
316,28919.0,22983,48,4,0.287,0.0,5,1,bachelor,business,3,0
419,62498.0,13874,60,16,0.204,2.0,6,1,bachelor,medical,2,0
692,70808.0,25805,48,9,0.212,10.0,9,1,bachelor,vacation,1,1
724,85441.0,47209,36,4,0.398,20.0,9,0,phd,medical,2,1
428,128843.0,33822,12,8,0.445,3.0,2,0,bachelor,vacation,3,1
429,89420.0,21750,36,4,0.367,19.0,7,0,master,vacation,1,0
328,122447.0,37799,60,9,0.587,0.0,5,1,bachelor,medical,1,0
396,81896.0,43083,48,11,0.57,5.0,6,1,high_school,car,3,0
309,118431.0,28946,12,5,0.104,27.0,8,0,bachelor,vacation,3,0
541,62020.0,2552,60,9,0.194,9.0,7,1,bachelor,car,0,0
531,37161.0,31049,24,8,0.528,26.0,7,1,bachelor,business,1,0
583,42738.0,8795,24,4,0.066,3.0,2,1,high_school,vacation,2,0
499,149997.0,6271,24,1,0.376,16.0,0,1,bachelor,vacation,4,1
378,72153.0,15665,12,13,0.575,25.0,0,1,master,business,3,0
472,76009.0,1115,36,5,0.423,29.0,9,0,bachelor,medical,0,0
766,102938.0,37381,12,10,0.101,21.0,1,0,bachelor,medical,3,1
715,114546.0,29994,12,16,0.461,20.0,7,0,high_school,car,2,1
748,71271.0,28186,12,8,0.257,4.0,9,0,high_school,business,4,1
386,24797.0,31267,24,12,0.557,,5,0,master,vacation,4,0
400,101130.0,40140,36,3,0.207,0.0,5,1,bachelor,car,3,0
307,86942.0,49898,12,4,0.31,15.0,0,1,high_school,medical,4,0
499,133065.0,25935,36,17,0.461,,1,0,high_school,vacation,4,1
804,28965.0,32748,48,13,0.192,20.0,4,1,phd,medical,2,1
386,28733.0,25603,12,6,0.15,2.0,2,0,high_school,car,3,0
342,142182.0,4837,12,3,0.051,13.0,1,0,bachelor,medical,0,1
684,98360.0,37301,12,14,0.318,21.0,8,1,bachelor,medical,0,1
734,123378.0,10610,48,7,0.561,18.0,9,1,bachelor,business,1,1
707,43287.0,29615,48,3,0.205,15.0,6,1,high_school,car,2,1
782,97104.0,12108,24,6,0.074,21.0,0,1,high_school,vacation,3,1
316,101916.0,39599,60,13,0.391,5.0,0,0,phd,medical,4,0
447,18188.0,23347,36,14,0.081,29.0,2,1,high_school,medical,2,0
576,106205.0,35062,60,15,0.329,24.0,9,0,master,home_improvement,3,0
531,112349.0,49431,12,16,0.26,23.0,5,0,master,car,3,1
665,25204.0,8550,12,1,0.311,0.0,1,0,master,car,2,1
527,57120.0,29205,24,15,0.139,6.0,7,1,bachelor,vacation,2,0
735,117903.0,19459,60,7,0.1,10.0,3,1,bachelor,business,2,1
